headline,label
"'언택트 3인방'…카카오·네이버·엔씨, 장초반 강세",1
"[특징주] 카카오, 40만원 첫 돌파…언택트·자회사 영향",1
[특징주]서울시장 출마설 솔솔...홍정욱 테마주 이틀째 급등,1
"NH증권 27일 이사회, 옵티머스 지원안 결론 나오나",0
"우진비앤지, 수해 축산농가 소독약품 지원",0
코스피 상승 출발 후 반락,0
"코스피, 상승 출발",0
'오늘 증시는',0
"[마켓인사이트]IB 앞세운 교보증권, 'AA급' 증권사로 도약하나",1
"[마켓인사이트]롯데지주, 계열사 실적부진에도 회사채 흥행",1
"[마켓인사이트]생명공학 사업 키우는 티사이언티픽, 사모 회사채 시장서 자금 조달",0
"렌딧 ""온투업 등록 준비 마무리 단계""",0
'아침 증시는',0
"[특징주] 앤디포스, 인플루엔자 분자 진단키트 수출허가 소식에 17.5%↑",1
"HDC현산, 커진 아시아나 인수 부담…장 초반 4%대↓",-1
상승 출발한 코스피,0
"유한양행, 신약파이프라인 개발 역량 주목-IBK",1
"코스피, 장 초반 기관 순매도에 약보합… 코스닥 840선 유지",0
"크리스탈 ""췌장암 대상 아이발티노스타트 조건부허가 신청 예정…첨생법 수혜 기대""",1
[itM-개장시황] 코스피 2371.95로 개장…장초반 약세,-1
대형 역세권 분양 어쩌면 마지막 기회··· ‘청량리역 롯데캐슬 SKY-L65 섹션 오피스’ 분양 앞둬,0
"지노믹트리, ‘다목적 검체 수송 배지’ 1등급 체외진단용 의료기기 제조신고 완료",0
"코스피, 상승 출발 후 하락 전환…2360선 후퇴",-1
"씨젠, 코로나19 재확산에 강세…25만원대 회복",1
"코스피, 코로나19 재확산 위기…눈치보며 보합권 등락",0
[특징주] 카카오 52주 신고가 경신…5거래일 연속 상승세,1
"[특징주] 알서포트, 재택근무 수요 증가 기대에 52주 신고가",1
"[특징주]상폐위기 벗어난 이스트아시아홀딩스, 거래재개 첫날 강세",1
"코스피, 개인 '사자'vs기관 '팔자'에 갈팡질팡",0
"[특징주] 에이비프로바이오, ‘모더나’ 코로나 백신 임상 성과 소식에 강세",1
[특징주] 카카오 장중 40만원 첫 돌파,1
코스피 상승 출발,0
"[itM-특징주]카카오, 장중 40만원 돌파",1
"[오전시황]상승 출발한 코스피, 이내 하락 전환",-1
"[특징주] 바디텍메드, 코로나·독감 판별 진단키트 개발에 '강세'",1
[특징주] 아시아나 공동투자 가능성…아시아나↑·현산↓,1
"""씨젠, 시장 기대 충족한 2분기 실적""-미래에셋대우",1
"[특징주] KNN, 홍정욱 서울시장 출마설에 관련주 '상승'",0
[특징주] 모더나 백신 노년층에도 '효과'…관련주 동반 급등,1
"[특징주] 바디텍메드, 코로나19·독감 동시 진단키트 개발에 '급등'",1
"대신증권, '리츠 전용 통합금융서비스' 개시",0
"대웅제약 ""식약처, 품질고도화 시스템 지원기업 선정""",0
따상은 따놓은 당상? 카카오게임즈 변수도 있다,1
‘아시아 최초 주유소 상장리츠’ 주목,1
"[특징주] 네이버·카카오, 연일 52주 신고가 행진",1
[특징주] 코로나19 확산에 원격근무주 강세,1
27일 코스피 소폭 상승 개장… 2370대,0
"LG화학, 석유화학 부문 프리미엄 작용…목표가 25%↑-하나금투",1
"[특징주] 테슬라 효과…LG화학, 52주 신고가",1
"""역시 카카오게임즈"" 공모 흥행 확실..'따상' 변수는 코벤펀드",1
북한 온라인 은행털이 해킹팀 '비글보이즈'…정찰총국 통제받아,0
[이슈타임]빅히트·카카오게임즈 하반기 공모주 '최대어' 뜬다,1
"[특징주]카카오, 40만원 돌파에 52주 신고가 경신",1
국내 소비자 마음 사로잡은 스웨덴 스타트업,0
"유니슨, 그린뉴딜 핵심 수혜주 기대감에 '신고가'",1
코로나19에 여름특수까지···푸드나무 실적 기대↑,1
"[특징주]바디텍메드, 독감 대유행 앞두고 코로나19·독감 한번에 진단",0
"KB證 ""삼성전자, 3분기 영업이익 7분기 만에 10조원대 전망""",0
"코스닥, 외인·기관 동반 팔자에 하락…830선",0
"[특징주]이스트아시아홀딩스, 상장유지 결정에 거래 재개..혼조",0
"태광, 3Q 실적 정상화 될 것…목표주가 '유지'-한화",0
"[특징주] 에이비프로바이오, 모더나 코로나19 백신 실험 성과에 22%↑",1
"[특징주]바디텍메드, 코로나19·독감 동시 판별 진단키트 개발에 '급등'",1
달러-엔 105.830엔(09시09분 현재),0
"현대차, 판매 회복세…목표가 33%↑-이베스트",1
"[업종공략] 디스플레이, 의류, 한솔케미칼",0
코스피·코스닥 보합권 혼조세…환율 1.5원↑(2보),1
"시노펙스, 베트남 공장 추가 인수…""FPCB사업 고도·다각화""",0
코스닥 하락 전환..841.04(-0.04%),-1
코스피 하락 전환..2369.07(-0.01%),-1
"현대차, 미국 시장서 턴어라운드 가시화···목표가↑",1
"현대차증권, '이스트스프링 미 회사채 펀드' 판매",0
"[뉴욕증시]넷플릭스, 11.6% 급등…1년반만에 일일 최대폭 상승",1
"[시황]코스피 2371.95(▲0.11%), 코스닥 842.38(▲0.12%), 원·달러 환율 1185.1원(▼1.7원) 개장",0
[코스닥(개장)]전일보다 0.12%(1.03포인트) 오른 842.38포인트로 출발,0
[코스닥] 1.03p(0.12%) 오른 842.38 출발,0
[코스닥]오전9시1분 1.03포인트(0.12%) 오른 842.38,0
"[코스피(개장)]전일보다 0.11%(2.63포인트) 오른 2,371.95포인트로 출발",0
[코스피] 2.63p(0.11%) 오른 2371.95 출발,0
[코스피]오전9시1분 2.63포인트(0.11%) 오른 2371.95,0
"KB증권 ""삼성전자, 3분기 서프라이즈 예상…목표가↑""",1
"코스닥, 1.03p(0.12%) 오른 842.38 개장",0
"코스피, 2.63p(0.11%) 오른 2371.95 개장",0
"코스피, 2.63p(0.11%) 오른 2371.95 출발, 원/달러 환율 1.7원 내린 1185.1원 출발",0
"코스닥, 1.03p 오른 842.38 출발(0.12%↑)",1
"코스피, 2.63p 오른 2371.95 출발(0.11%↑)",1
"""NH證, 옵티머스 보상안 단기해소 쉽지 않을 것""-현대차증권",0
"[스팟]코스닥, 1.03p(0.12%) 오른 842.38 출발",0
"[스팟]코스피, 2.63p(0.11%) 오른 2371.95 출발",0
[출발]코스피 개인 537억 순매수,0
[출발]코스피 기관 446억 순매도,0
[출발]코스피 외국인 80억 순매도,0
[출발]코스닥 상승..842.38(+0.12%),0
[출발]코스피 상승..2371.95(+0.11%),0
[출발]프로그램 353억 매도우위,1
[출발]환율 하락..1185.1(-1.7원),-1
日증시 상승 출발..닛케이 23311.04(+0.09%),0
"[마켓인]제주창조경제혁신센터, 카카오패밀리 등 스타트업 3곳에 시드 투자",1
[출발]국채선물 상승..112.16 +3틱,0
[출발]지수선물 상승..314.50(+0.50p),0
"이베스트證 ""현대차, 美시장 실적·원가율 개선…목표주가↑""",1
"삼성증권, 기업CEO 대상 언택트 세미나…1000여 곳 상장사 발길",0
"우진비앤지, 수해 축산농가 위해 1000만원 상당 소독약품 지원",0
"""웅진씽크빅, 하반기 실적 개선 가능성에 주목""-현대차증권",1
[오늘장 미리보기] 제약·바이오 상승 예상…2차전지·5G 관심,0
"엘앤케이바이오, 최소침습수술용 경추 스크류 로봇수술기법 개발 진행",0
"인프라웨어 자회사, RPG `아이들프린세스` 국내 사전예약 시작",0
코로나19 백신 개발 성과…'모더나' 관련주 어디있나?,0
"삼부토건, 천안 삼부르네상스 사기 피해 논란...‘속사정’은?",-1
"신한금투 ""YG엔터, 하반기 블핑·트레저 효과에 음반판매↑""",1
"""SK텔레콤, 통신사업 견고하고 비통신사업도 성장···목표가↑""",1
[객장의시선]오늘 장 '상승' 전망…'성장·현금·R&D' 주목,1
"[속보] 홍남기 ""경로우대 개선 TF 만들어 제도개선 논의""",0
코로나19 백신 실험서 성과… '모더나 관련주' 파미셀·에이비프로바이오 주목,1
[표]해외 DR 가격(8월 26일),0
"국제유가, 혼조세...WTI 0.09% 상승",0
[표]해외 주요 증시 동향(8월 26일),0
"YG엔터테인먼트, 하반기 음반 판매 증가 예상…목표가 6만원↑-신한금융투자",1
[마켓브리핑] 재무개선 고삐조이는 SK그룹···장기자금조달 확대,0
"SK텔레콤 목표가 15% 상향, 자회사 매출기여 증가세-이베스트證",1
"허리띠 졸라맨 CJ, 하반기 성과 가시화 기대-하나",1
"[Hot-Line] ""NH투자증권, 2분기 양호한 실적 달성""",1
[외환브리핑]잭슨홀 파월 연설 대기 속 성장률전망치 조정 주시,1
"SKT, 본업 견조한 성장성+탈통신 고성장…목표가↑-이베스트",1
"""확진자수 급증으로 변동성 커져…'로우볼'에 언택트 추가""",0
[뉴욕증시]지표 호조·기술주 강세....나스닥·S&P 또 신고가,1
"CJ, 적극적인 재무개선 노력…주가 우상향 기대-하나",1
"인프라웨어 자회사, 미소녀 방치형 RPG ‘아이들프린세스’ 국내 사전예약 시작",1
"현대차證 ""이노션, 중장기 성장기조 유효""",1
"현대차證 ""웅진씽크빅, 비대면 확대·부채비율 개선""",-1
"""NH투자證, 옵티머스 등 불확실성에도 양호한 실적 달성"" -현대차",1
"인프라웨어 자회사, 기대작 RPG ‘아이들프린세스’ 국내 사전예약 시작",1
"상아프론테크, 황사·방역 마스크 출시…마스크 사업 진출",1
"""전기차에 글로벌 석유수요 회복까지···LG화학, 100만원갈 것""",0
"[STOCK] YG엔터, 블랙핑크 컴백·트레저 데뷔 효과… 목표주가↑",1
"LG화학···글로벌 석유 수요 회복세, 목표가 100만원",0
"상아프론테크, 마스크 시장 진출…의료기기 전문기업 도약",1
"아이앤브이게임즈, '아이들프린세스' 국내 사전예약 시작",0
"이베스트證 ""현대차, 하반기 신차효과에 맑음…목표가↑""",1
"조아제약, 형질전환 돼지서 재조합 인성장호르몬 분리한 연구결과 발표",1
"""삼성전자, 어닝서프라이즈 기대…목표가↑""-KB證",1
"[STOCK] 삼성전자, 3Q 영업익 10조… 폰·TV로 ‘서프라이즈’ 예고",0
"[빅데이터MSI]시장심리 톱5, 카카오·현대위아·KB금융·SK텔레콤·현대모비스",0
"팬엔터, '겨울연가2' 제작 본격화-SK증권",0
"코로나 확산세, 소비주체가 생산주체보다 더 충격",-1
"""'비둘기' 연준, 2%대 고물가에도 금리 안 올릴 것""",0
"씨젠, 코로나19 제3국면 돌입에 키트 수요 증가…목표가↑-미래",1
"""호황 반영 아닌 산업 구조변화 기인…주도주 많은 이유""",0
"DB금융투자 ""제이콘텐트리, 방송 성장·영화 회복세""",1
"SK하이닉스, 3분기 부진도 불가피…목표가↓-DB금투",-1
"동구바이오, 상반기 영업익 59억원..""투자결실 기대""",1
"청담러닝, 중국 시장 진출…로열티 수익↑-하나금융투자",1
"디엔에이링크 ""美FDA 긴급사용승인 절차 이상無""",1
"이노션, 3분기 영업이익 전년비 19% 감소 전망-현대차",0
"제이콘텐트리, 영화 부진 반영한 실적 추정치 하향…목표가↓-DB",-1
"[Hot-Line] ""LG화학, 석유화학 부문 호실적이 고평가 부담 완화…목표가 100만원""",1
"[Hot-Line] ""푸드나무, 하반기 수익성 개선 구간 진입""",0
"동구바이오제약, 디앤디파마텍 등 투자 3사 연내 상장 예정",1
"홍남기 ""코로나 재확산 피해 대비 추가대책 적극 강구""",-1
"하나금투 ""청담러닝, 3분기 중국JV 설립 마무리할 듯""",0
"한화솔루션, 2021년 석유화학·태양광 모두 호조…목표가↑-하나",1
"[클릭e종목]""동화기업, 2차전지 사업은 이제 시작""",0
"YG엔터, 하반기 음반 판매 증가 기대…목표가↑-신한",1
"[오늘의 환율전망] 원/달러 환율, 1181~1184원 출발 전망",0
"제이콘텐트리, 영화 부진은 기반영·방송은 우상향-DB",0
"동화기업, 동화일렉트로라이트 실적 기여 본격화-KB증권",0
"현대차, 판매·원가율 지속 개선…목표가 22만 -이베스트",0
[국제유가] 미국 허리케인에 공급 불안·재고 감소… WTI 0.1%↑,0
[빅데이터MSI]27일 오전 주식시장 심리 3단계 '약간 나쁨',0
"NH투자증권, 오늘 이사회..옵티머스 선지원되나",1
"태광, 3분기 실적 정상화될 것-한화",0
국내 증시 불확실성 여전..모더나 백신 통할까,-1
"""LG화학, 연말까지 수익성 호조 지속…목표가↑""-메리츠증권",1
[뉴스새벽배송]뉴욕 증시 또 신고가…한은 수정 경제 전망 주시,1
"LIG넥스원, 성장추세 진입할 것-IBK",1
[일일펀드동향] 국내 채권형펀드에 하루 만에 2600억 순유입,0
"NH證 3분기에도 IB딜 증가 수혜, 옵티머스 영향 제한적-현대차證",1
"동화기업, 2차전지 소재 사업이 실적 견인할 것-KB",0
"현대차, 美서 실적 턴어라운드 가시화-이베스트",0
"현대차, 美 턴어라운드 가시화 단계…목표가↑-이베스트證",1
"엘앤케이바이오, 美FDA 승인 경추 수술기구로 3조원 시장 공략",1
"웅진씽크빅, 비대면 강화로 성장동력 확보…하반기 개선 전망-현대차",1
“1조 깎아준다” 이동걸 파격제안에 장고 들어간 현산,0
"[클릭 e종목]""제이콘텐트리, 주가에 방송 기대감 미반영""",1
"동화기업, 2차 전지 소재 사업으로 확장 기대-KB증권",1
[굿모닝 증시]시장에 주도주가 다양하게 나타나는 이유,0
[표]미국 주요기업 주가(8/26),0
[표]미래에셋대우 등 코스피 자사주 신청내역(27일),0
[표]엘엠에스 등 코스닥 자사주 신청내역(27일),0
[표]코스닥 외국인 연속 순매수 종목(26일),0
[표]코스피 외국인 연속 순매수 종목(26일),0
[표]해외 한국 DR(8/26),0
[표]코스닥 외국인 연속 순매도 종목(26일),0
[표]코스피 외국인 연속 순매도 종목(26일),0
"웅진씽크빅, 비대면 서비스로 새로운 성장동력 확보중-현대차證",1
[증시일정-27일],0
미래 먹거리를 오롯이...증권맨들이 SK를 주목하는 이유,1
"LG화학, 이제 석유화학에 주목…목표가 100만 -하나",1
"LIG넥스원, 성장추세 진입전망 -IBK투자증권",1
코로나 속 신용도 오른 증권사들의 공통점은,0
"LG화학, 석유화학도 턴어라운드…목표가 100만원-하나",0
"SK하이닉스, 3Q 부진에 목표가↓…언택트 IT추세 변화 유효-DB",-1
"이노션, 2분기 바닥찍고 3분기부터 회복-현대차證",0
"SK하이닉스, 3분기도 부진할 듯…목표가↓-DB",-1
"한화솔루션, 2021년 사상 최대 실적 전망-하나금융투자",1
"YG, 하반기 음반 판매 증가 기대-신한금융투자",1
